Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
9563294,BLUE RIVER INNOVATIONS LTD,active,"BEGG, Stephen Michael",director,Product Design Consultant,27/04/2015,British,England
5844693,BOLIDE LIMITED,active,"BEDFORD, Peter Charles Harry",secretary,General Manager,13/06/2006,British,N/A
5844693,BOLIDE LIMITED,active,"BEDFORD, Peter Charles Harry",director,Managing Director,13/06/2006,British,England
5844693,BOLIDE LIMITED,active,"REID, Michael James",director,Finance Director,12/06/2007,British,United Kingdom
12104668,BOOM-TIME LTD,active,"BACON, David Andrew",director,Director,15/07/2019,British,England
12104668,BOOM-TIME LTD,active,"KILIC, Arkadas",director,It Consultant,28/03/2022,British,England
8147066,BOOMPODS LIMITED,active,"BALANI, Prem",director,Director,17/07/2012,British,Hong Kong
8147066,BOOMPODS LIMITED,active,"DENISON, Lea",director,Company Director,13/05/2020,British,England
8147066,BOOMPODS LIMITED,active,"TANSLEY, David Gerald",director,Company Director,13/05/2020,British,England
11271285,BRAINPATCH LTD,active,"VYSOKOV, Nickolai",director,Director,22/03/2018,British,United Kingdom
14427171,BREAS-E LIMITED,active,"CREGAN, William Mark",director,Director,18/10/2022,British,England
14427171,BREAS-E LIMITED,active,"MAKARCHUK, Michael",director,Director,18/10/2022,British,England
10996278,BREATHE TECH LTD,active,"TURNER, Christopher James",director,Director,04/10/2017,British,England
11017734,BRIGHTSIGN TECHNOLOGY LIMITED,active,"AYOUB, Hadeel",director,Entrepreneur,17/10/2017,Saudi Arabian,United Kingdom
11017734,BRIGHTSIGN TECHNOLOGY LIMITED,active,"HILL, Edward Richard",director,Software Developer,20/11/2018,British,United Kingdom
13151525,BRIKA LIMITED,active,"KHAN, Akhi Nasrin",director,Company Director,20/12/2021,British,England
13151525,BRIKA LIMITED,active,"MARBIN, Mohammed Abdullah All",director,Director,22/01/2021,British,United Kingdom
6443146,BRYCE AMPS LIMITED,active,"BRYCE, Paul",secretary,N/A,03/12/2007,British,N/A
6443146,BRYCE AMPS LIMITED,active,"BRYCE, Paul",director,Electronic Engineer,03/12/2007,British,Wales
7199808,BUGBRAND LTD.,active,"BOSANQUET, Thomas Patrick",director,Audio Electronics,23/03/2010,British,England
15303324,BUMP BPM LTD,active,"CORKETT-BEIRNE, Aidan Eugene",director,Marketing Manager,22/11/2023,British,England
7339748,BUZZ ELECTRONICS LIMITED,active,"BOND, Simon",director,Businessman,09/08/2010,British,United Kingdom
6002709,CAAS AUDIO LIMITED,active,"BROOMFIELD, Carl David, Dr",director,Designer,04/09/2014,British,England
6002709,CAAS AUDIO LIMITED,active,"BROOMFIELD, Neil David",director,Software Engineer,20/11/2006,British,England
6088895,CABINETPRO LIMITED,active,"LUPTON, Derek",director,Company Director,16/03/2021,British,England
11376118,CAELUM SYSTEMS LTD,active,"HUGGETT, Benjamin Miles",director,Engineer,22/05/2018,British,United Kingdom
11376118,CAELUM SYSTEMS LTD,active,"POTTER, Alexander William Maxwell",director,Engineer,22/05/2018,British,United Kingdom
8296070,CALL CONTROL TECHNOLOGIES LIMITED,active,"SLATER-THOMAS, Simon David",director,Director,16/11/2012,British,England
8296070,CALL CONTROL TECHNOLOGIES LIMITED,active,"SMITH, Margaret Bridget",director,Thespian,17/08/2015,English,England
8296070,CALL CONTROL TECHNOLOGIES LIMITED,active,"SMITH, Steven James",director,Consultant,16/11/2012,British,England
10814872,CAMBRIDGE DIGITAL CONSULTANCY LIMITED,active,"BHATTACHARYA, Sujit, Dr",director,Director,12/06/2017,British,United Kingdom
7577644,CAMBRIDGE SCIENCES LIMITED,active,"UWAEGBUTE, Kelechukwu Ohuizu",director,Company Director,30/06/2021,British,England
11544425,CANARY CARE GLOBAL LIMITED,active,"SALMON, James Rhys",secretary,N/A,12/11/2024,N/A,N/A
11544425,CANARY CARE GLOBAL LIMITED,active,"BULLEN, William Nicholas",director,Director,22/11/2022,British,United Kingdom
11544425,CANARY CARE GLOBAL LIMITED,active,"BURGESS, Ian",director,Chief Technology Officer,18/06/2024,British,England
11544425,CANARY CARE GLOBAL LIMITED,active,"MILNE, Ashley Ian",director,Chartered Accountant,01/01/2023,British,England
10884731,CANATRONICS INTERNATIONAL LTD,active,"WOOD, John",secretary,N/A,21/06/2022,N/A,N/A
10884731,CANATRONICS INTERNATIONAL LTD,active,"WOOD, Daxia Liu",director,Company Director,26/07/2017,Chinese,United Kingdom
10884731,CANATRONICS INTERNATIONAL LTD,active,"WOOD, John",director,Electrical Engineer,26/09/2023,English,United Kingdom
2092902,CANDID PRODUCTIONS LIMITED,active,"BATES, Nieves Pascua",secretary,N/A,,British,N/A
2092902,CANDID PRODUCTIONS LIMITED,active,"BATES, Nieves Pascua",director,Company Secretary,,British,England
4829850,CANTECH SOLUTIONS LTD.,active,"MOWLAM, Claire",secretary,N/A,01/09/2013,N/A,N/A
4829850,CANTECH SOLUTIONS LTD.,active,"MOWLAM, Claire",director,Commercial Director,01/12/2017,British,England
4829850,CANTECH SOLUTIONS LTD.,active,"MOWLAM, Philip",director,Company Director,01/12/2017,British,England
1593831,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,active,CAPITA GROUP SECRETARY LIMITED,corporate-secretary,N/A,22/12/2010,N/A,N/A
1593831,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,active,"WHALLEY, Amanda",director,Director,30/05/2024,British,England
1593831,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,active,CAPITA CORPORATE DIRECTOR LIMITED,corporate-director,N/A,22/12/2010,N/A,N/A
9444082,CARBONNANO LTD.,active,"HARRISON-ROWE, Paul Richard",director,Company Director,24/01/2022,British,England
9444082,CARBONNANO LTD.,active,"MARTIN, Robert Derek",director,Company Director,24/01/2022,English,England
13521699,CARPE DESIGN MANUFACTURE LIMITED,active,"FORD, Caroline Rose",director,Teacher,30/11/2021,British,England
13521699,CARPE DESIGN MANUFACTURE LIMITED,active,"HAWKINS, Peter Thomas Edward",director,Electronic Design,20/07/2021,British,England
10084735,CASIEBLUE GROUP LIMITED,active,"OGOO, Lucky",director,It Consultant,01/11/2021,British,United Kingdom
10084735,CASIEBLUE GROUP LIMITED,active,"SHIPSTON, Rachel",director,Administrator,21/04/2022,British,England
10872217,CATLEY TECHNOLOGIES LIMITED,active,"CATLEY, Edward",director,Company Director,18/07/2017,British,United Kingdom
14274183,CAVS GUARDIAN LIMITED,active,"MORGAN, Neil",director,Company Director,03/08/2022,British,England
11968089,CEFTRONICS LIMITED,active,"WAKERLEY, Benjamin Robert, Dr",director,Company Director,29/04/2019,British,England
11800105,CEH TECHNOLOGIES LTD,active,"FRANCIS, Ringo Daisley, Mr.",director,Director,02/08/2021,British,England
11800105,CEH TECHNOLOGIES LTD,active,"MANU, Danny",director,Director,09/09/2019,British,United Kingdom
12465501,CENTIMAX LIMITED,active,"WATFA, Sidi Mohamed",director,Director,10/06/2020,British,England
11884368,CENTRE TAP ELECTRONICS LTD,active,"FANTANA, Christophe",director,Electrical Engineer,15/03/2019,British,England
3136628,CENTROLLER LIMITED,active,"JHAS, Namrata",secretary,N/A,11/12/1995,British,N/A
3136628,CENTROLLER LIMITED,active,"JHAS, Namrata",director,Manager,19/01/2001,British,United Kingdom
3136628,CENTROLLER LIMITED,active,"JHAS, Surinder Singh, Mr.",director,Electronics Design Engineer,11/12/1995,British,England
12042935,CHAAHK LIMITED,active,WILSONS (COMPANY SECRETARIES) LIMITED,corporate-secretary,N/A,09/03/2021,N/A,N/A
12042935,CHAAHK LIMITED,active,"NILSSON, Hjalmar",director,Manager,16/07/2019,Swedish,Sweden
12042935,CHAAHK LIMITED,active,"WILSON, Trevor, Dr",director,Company Director,11/06/2019,British,England
7004468,CHAMELEON AV LIMITED,active,"JONES, Berwyn Daniel",director,Director,29/08/2009,British,England
7004468,CHAMELEON AV LIMITED,active,"JONES, Joshua",director,Director,21/12/2022,British,United Kingdom
7004468,CHAMELEON AV LIMITED,active,"JONES, Kieran",director,Director,21/12/2022,British,United Kingdom
8538078,CHARGESYNC LIMITED,active,"BAHL, Siddharth",director,Chief Technology Officer,23/04/2024,American,United States
8538078,CHARGESYNC LIMITED,active,"BREACH, Harry William Freeman",director,Company Director,21/05/2013,British,England
8538078,CHARGESYNC LIMITED,active,"GOODE, Nikki Daniel Edward",director,Company Director,13/09/2022,British,England
8538078,CHARGESYNC LIMITED,active,"HUNT, Matthew Lewis",director,Energy Manager,21/05/2013,British,England
8538078,CHARGESYNC LIMITED,active,"JONES, Craig",director,Director,23/09/2021,British,United Kingdom
8538078,CHARGESYNC LIMITED,active,"LOCK, Jeremy Derek",director,Chief Information Officer,15/05/2017,British,England
8538078,CHARGESYNC LIMITED,active,"WRIGHT, Michelle",director,Company Director,21/05/2013,British,England
7161733,CHEFS ON STAGE LIMITED,active,"DRAKE, Karen",director,Director,10/08/2023,British,England
7161733,CHEFS ON STAGE LIMITED,active,"DRAKE, Stephen Robert",director,Director,07/11/2022,British,United Kingdom
2347071,CHORD ELECTRONICS LIMITED,active,"NALEPA, Monika",secretary,N/A,01/12/2017,N/A,N/A
2347071,CHORD ELECTRONICS LIMITED,active,"BARTLETT, Matthew David",director,Managing Director,01/03/2015,British,England
2347071,CHORD ELECTRONICS LIMITED,active,"FRANKS, John Edward",director,Sales Director/Director Of Sales & Mark,,British,England
2347071,CHORD ELECTRONICS LIMITED,active,"PRATT, Colin",director,Sales Director,01/09/2017,British,England
12004360,CIRCLETECH LIMITED,active,"LOBODINA, Elena Alexandrovna",director,Company Director,14/06/2023,Kittitian,England
12004360,CIRCLETECH LIMITED,active,"O'BRIEN, Richard Michael",director,Company Director,24/05/2024,British,England
12004360,CIRCLETECH LIMITED,active,"RODRIGUEZ SANCHEZ, Francisco Sebastian",director,Enterpreneur,20/05/2019,Mexican,Mexico
12004360,CIRCLETECH LIMITED,active,"VIKTOR, Morten Leth",director,Businessman,14/06/2023,Danish,Denmark
13663521,CLARK AUDIO INNOVATION LTD,active,"CLARK, Andrew William",director,Technical Director,05/10/2021,British,England
12601721,CLASSIC AUDIO LTD,active,"FIDLER, Michael John",director,Engineer,26/11/2022,English,England
6741354,CLEAN ENERGY PROSPECTOR LTD,active,"HALL-SMITH, James Edward",director,Director,18/10/2023,British,England
6741354,CLEAN ENERGY PROSPECTOR LTD,active,"MOUAT, Robert",director,Director,18/10/2023,British,New Zealand
6741354,CLEAN ENERGY PROSPECTOR LTD,active,"RAND, Damon",director,Managing Director,05/11/2008,British,United Kingdom
6741354,CLEAN ENERGY PROSPECTOR LTD,active,"SEEKINGS, Harry Edward Charles",director,Director,18/10/2023,British,England
SC144490,CLEAR AUDIO SYSTEMS LTD,active,"MCCLOSKEY, Martin",secretary,N/A,02/06/2014,N/A,N/A
SC144490,CLEAR AUDIO SYSTEMS LTD,active,"GILLIES, Iain Andrew",director,Director,07/09/2023,British,Scotland
SC144490,CLEAR AUDIO SYSTEMS LTD,active,"MCCLOSKEY, Martin",director,Business Manager,01/02/2012,British,United Kingdom
SC144490,CLEAR AUDIO SYSTEMS LTD,active,"MCGREGOR, Tom",director,Consulting,14/11/2008,Scottish,Scotland
14816776,CLICKS TECHNOLOGY LTD,active,"CHEN, Liangchen",director,Company Director,20/04/2023,British,England
14816776,CLICKS TECHNOLOGY LTD,active,"LI MOW CHING, Adrian Chen Kee",director,Company Director,20/04/2023,British,England
14816776,CLICKS TECHNOLOGY LTD,active,"MICHALUK, Kevin",director,Company Director,20/04/2023,Canadian,Canada
14816776,CLICKS TECHNOLOGY LTD,active,"YOUNG, Johnathan",director,Company Director,20/04/2023,British,England
14623882,CLIP ENERGY LTD,active,"FOLKES, Joseph Lewis",director,Chief Executive,29/01/2023,"British,Irish",England
14623882,CLIP ENERGY LTD,active,"SOLIGO, Anna Josephine",director,Chief Executive,29/01/2023,"Swiss,English,French",England
14247092,CLIPIT ENTERPRISE LTD,active,"BRYAN, Paula",secretary,N/A,20/07/2022,N/A,N/A
14247092,CLIPIT ENTERPRISE LTD,active,"BRYAN, Paula",director,Company Director,20/07/2022,British,United Kingdom
8458940,COAST ELECTRONICS LIMITED,active,"COAST, Graham",director,Director,25/03/2013,British,England
12665584,COCOAKINKS OFFICIAL LTD,active,"HWALIMA, Mwango Sithembile",director,Unemployed,12/06/2020,British,England
9045251,COCOON LABS LTD,active,TAYLOR WESSING SECRETARIES LIMITED,corporate-secretary,N/A,16/10/2018,N/A,N/A
9045251,COCOON LABS LTD,active,"FYKE, Gregory",director,President Of Ecobee,10/11/2023,Canadian,United States
13220582,COCURO LIMITED,active,"TURNER, Daniel Robert",director,Company Director,23/02/2021,British,England
14298134,CODE ACOUSTICS LTD,active,"THOMAS, Ceri David",director,Director,16/08/2022,British,United Kingdom
SC655641,CODEK LIMITED,active,MORTON FRASER SECRETARIES LIMITED,corporate-secretary,N/A,25/02/2020,N/A,N/A
SC655641,CODEK LIMITED,active,"LUNDGREN, Rebecca",director,Project Manager,25/02/2020,Swedish,Scotland
SC655641,CODEK LIMITED,active,"WILLIAMS, Thomas",director,Company Director,25/02/2020,British,Scotland
SC103497,COEVAL LIMITED,active,"COLLEY, Richard Gwyn",director,Director,09/08/2021,British,England
SC103497,COEVAL LIMITED,active,"HATCHER, Scott Jamie",director,Operations Director,13/02/2025,British,England
SC103497,COEVAL LIMITED,active,"QUINEY, Graham",director,Director,09/08/2021,British,United Kingdom
11250371,COGGINS AUDIO LTD.,active,"COGGINS, Daniel Joseph Patrick",director,Owner,12/03/2018,British,United Kingdom
3466974,COMMEND UK LIMITED,active,"GERAMI, Sharok",director,Director,01/02/2015,Swedish,United Kingdom
3466974,COMMEND UK LIMITED,active,"SIGL, Gerhard",director,Area Sales Manager,21/09/2012,Austrian,Austria
7556912,COMMTEL INNOVATE LIMITED,active,"DREWNICKI, Richard",director,Director,20/07/2012,British,England
7556912,COMMTEL INNOVATE LIMITED,active,"DREWNICKI, Yasmin Josephine",director,Company Director,09/03/2011,British,United Kingdom
2772105,COMMTEL LIMITED,active,"NEWMAN, Donna Enid",secretary,N/A,01/04/2017,N/A,N/A
2772105,COMMTEL LIMITED,active,"MILL, Dianne",director,Chief Operating Officer,08/07/2024,British,England
2772105,COMMTEL LIMITED,active,"SMITH, Alan John",director,Director,09/12/1992,British,England
2772105,COMMTEL LIMITED,active,"WINTERBOTTOM, Michael John",director,Director,03/10/2025,British,England
7275104,COMPUTER AUDIO DESIGN LIMITED,active,"BERRY, Scott Darin",director,Director,07/06/2010,British,United Kingdom
7275104,COMPUTER AUDIO DESIGN LIMITED,active,"WHITLEY, Isabel Susan",director,Director,19/11/2021,British,England
10810165,CONECTID LIMITED,active,"CHRISTOFI, Efthymoulla Anna Theano",secretary,N/A,08/06/2017,N/A,N/A
10810165,CONECTID LIMITED,active,"CHRISTOFI, Efthymoulla Anna Theano",director,Accountant,08/06/2017,British,United Kingdom
10810165,CONECTID LIMITED,active,"CHRISTOFI, Michalakis",director,Entrepreneur,01/01/2018,British,United Kingdom
707484,CONNEVANS LIMITED,active,"CANN, Mary Nansi",secretary,N/A,07/09/2001,British,N/A
707484,CONNEVANS LIMITED,active,"BEYNON, Laura Mary",director,Company Director,09/10/2012,British,United Kingdom
707484,CONNEVANS LIMITED,active,"BOSWELL, Philip Seaton",director,Company Director,09/10/2012,British,United Kingdom
707484,CONNEVANS LIMITED,active,"CANN, Mary Nansi",director,Secretary,01/11/1982,British,N/A
707484,CONNEVANS LIMITED,active,"EVANS, David Meurig",director,Chartered Electronics Engineer,,British,United Kingdom
707484,CONNEVANS LIMITED,active,"PONT, Gareth Redwood",director,Chartered Engineer,25/03/1999,British,United Kingdom
707484,CONNEVANS LIMITED,active,"POPPLESTONE, John Lonsdale",director,Sales Manager,01/01/1993,British,United Kingdom
11672768,CONVERSOR LIMITED,active,"BRASSINGTON, Jeremy Guy",director,Company Director,12/11/2018,British,United Kingdom
11672768,CONVERSOR LIMITED,active,"SCHOFIELD, Darryl",director,Company Director,01/12/2018,British,England
13807873,CONVEX TECHNOLOGY LTD,active,"WATTS, Matthew Michael James",director,Electrical Engineer,19/12/2021,British,England
NI072166,COOLSKY LTD,active,"MCVEIGH, Kathleen Diane",secretary,N/A,01/04/2009,British,N/A
NI072166,COOLSKY LTD,active,"DAVIS, Patrick Robert, Dr",director,Technical Director,18/05/2011,British,Northern Ireland
NI072166,COOLSKY LTD,active,"MCVEIGH, Kathleen Diane",director,Director,27/03/2009,British,Northern Ireland
SC745288,COOLTHSTORE LIMITED,active,"NAQVI, Baqar Ali",director,Entrepreneur,01/11/2024,American,United States
SC745288,COOLTHSTORE LIMITED,active,"OSIGWE, Godwin Okechukwu",director,Entrepreneur,23/09/2022,Nigerian,Scotland
14004440,COPCO LIMITED,active,"KAYOMA, Omamoke Oluwaseun",director,Model,27/03/2022,"British,Nigerian",England
9625863,CORNER WEARABLES LTD,active,"KRYLOV, German",director,Chief Executive,01/12/2015,Russian,England
9090005,COSMIC AUDIO LTD,active,"ROLPH, Nigel",secretary,N/A,17/06/2014,N/A,N/A
9090005,COSMIC AUDIO LTD,active,"ASHFIELD, Mark Paul",director,Company Director,17/06/2014,British,United Kingdom
9090005,COSMIC AUDIO LTD,active,"NUGENT, James",director,Sound Engineer,17/06/2014,British,United Kingdom
12741191,COTRONICS MANUFACTURING LTD,active,"FIELD, Nicola Jane",secretary,N/A,02/03/2022,N/A,N/A
12741191,COTRONICS MANUFACTURING LTD,active,"AUSTIN, Lee Warren, Mr.",director,Designer,27/08/2021,British,England
12741191,COTRONICS MANUFACTURING LTD,active,"WALKER, Gerard Lee",director,Managing Director,14/07/2020,British,England
11056166,COVERT BY DESIGN LIMITED,active,"HOLMES, Arran",director,Director,09/11/2017,British,United Kingdom
10586794,CRANBORNE AUDIO LIMITED,active,"AIRD, Robert Frederick",director,Director,20/09/2018,British,England
10586794,CRANBORNE AUDIO LIMITED,active,"HOLMES, Edward",director,Director Of Research & Development,27/01/2017,British,England
10586794,CRANBORNE AUDIO LIMITED,active,"KARPOWICZ, Sean",director,Managing Director,27/01/2017,British,United Kingdom
12983490,CREATIVE PRODUCT INNOVATIONS LTD,active,"IRONMONGER, Paul",director,Company Director,06/11/2020,British,United Kingdom
12983490,CREATIVE PRODUCT INNOVATIONS LTD,active,"SHARMAN, Paul",director,Company Director,12/02/2024,British,England
5914272,CREEDON TECHNOLOGIES LIMITED,active,"PALFREEMAN, Kevin Creedon, Mr.",secretary,Manager,12/06/2008,British,N/A
5914272,CREEDON TECHNOLOGIES LIMITED,active,"PALFREEMAN, Kevin Creedon, Mr.",director,Manager,12/06/2008,British,United Kingdom
5914272,CREEDON TECHNOLOGIES LIMITED,active,"PALFREEMAN, Mark",director,Director,30/08/2006,British,England
2564438,CRIMSON PRODUCTS LIMITED,active,"MORE, Peter John Spence, Mr.",secretary,Finance Director,10/05/1996,British,N/A
2564438,CRIMSON PRODUCTS LIMITED,active,"MORE, Peter John Spence, Mr.",director,Managing Director,10/05/1996,British,Scotland
13811760,CUMRA LTD,active,"EL MATBOULI, Mohamad",director,Electrical Engineer,21/12/2021,Lebanese,England
SC727634,CURBAR LOTHIAN LTD,active,"GILES, Matthew Daniel",director,Computer Programmer,26/03/2022,British,Scotland
SC727634,CURBAR LOTHIAN LTD,active,"GILES, Thomas Christopher",director,Student,24/07/2023,British,Scotland
