Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
13441054,NEURONE LIMITED,active,"PUTT, Dean Roger",director,Company Director,20/08/2021,British,England
12468170,NEXTRACT LTD,active,"WATKIN, Karl",secretary,N/A,18/02/2020,N/A,N/A
12468170,NEXTRACT LTD,active,"GUNZBURG, Stuart Todd, Dr",director,Director,22/03/2021,Australian,Australia
12468170,NEXTRACT LTD,active,"WATKIN, Karl",director,Chairman,18/02/2020,British,United Kingdom
NI033276,NICOBRAND LIMITED,active,"BOYD, Helen Doreen",secretary,N/A,19/01/2016,N/A,N/A
NI033276,NICOBRAND LIMITED,active,"BOYD, Helen Doreen",director,Accountant,26/08/2011,British,Northern Ireland
NI033276,NICOBRAND LIMITED,active,"MCQUILLAN, Mark",director,Chemical Engineer,26/08/2011,Irish,Northern Ireland
15072710,NIHADAHMED LTD,active,"AHMED, Shah Nihad",secretary,N/A,15/08/2023,N/A,N/A
15072710,NIHADAHMED LTD,active,"AHMED, Shah Nihad",director,Company Director,15/08/2023,British,England
6889761,NILLERGEN LIMITED,active,"WARMINGTON, Graham Francis",secretary,N/A,28/04/2009,English,N/A
6889761,NILLERGEN LIMITED,active,"LLOYD, Mary Doreen",director,Scientist,28/04/2009,Welsh,Uk Citizen
6889761,NILLERGEN LIMITED,active,"WARMINGTON, Graham Francis",director,Accountant And Manufacturer,28/04/2009,English,United Kingdom
12365096,NOBACZ HEALTHCARE LIMITED,active,"BAILEY, Paul Alexander",director,Director,01/02/2025,British,United Kingdom
12365096,NOBACZ HEALTHCARE LIMITED,active,"BRIAND, Vincent",director,Consultant,12/09/2025,French,France
12365096,NOBACZ HEALTHCARE LIMITED,active,"POWELL, Jonathan Joseph, Prof",director,Director,16/12/2019,British,England
12365096,NOBACZ HEALTHCARE LIMITED,active,"SYLVIE, Deruelle Ep Gorlier Gentiane Laure, Ms.",director,General Partner,01/03/2023,French,France
12365096,NOBACZ HEALTHCARE LIMITED,active,"WEAVER, Tom",director,Director,12/09/2025,British,United Kingdom
NI007665,NORBROOK LABORATORIES LIMITED,active,"JOHNSTON, Peter",secretary,N/A,24/07/2024,N/A,N/A
NI007665,NORBROOK LABORATORIES LIMITED,active,"BALLYEDMOND, Mary Gordon, Lady",director,Company Director,11/06/2014,British,Italy
NI007665,NORBROOK LABORATORIES LIMITED,active,"BRAID, Caroline Philippa",director,Barrister,30/03/2022,British,England
NI007665,NORBROOK LABORATORIES LIMITED,active,"GUIRY, David",director,Chief Financial Officer,23/01/2025,Irish,Ireland
NI007665,NORBROOK LABORATORIES LIMITED,active,"HAUGHEY, Edward Gordon Shannon, The Honourable",director,Company Director,11/06/2014,British,Slovakia
NI007665,NORBROOK LABORATORIES LIMITED,active,"HAUGHEY, James Quinton Stewart, Professor The Honourable",director,Medical Doctor,05/08/2013,British,Northern Ireland
NI007665,NORBROOK LABORATORIES LIMITED,active,"MURPHY, Rónán Martin",director,Non-Executive Director,24/10/2024,Irish,Ireland
NI007665,NORBROOK LABORATORIES LIMITED,active,"NAGLE, Liam",director,None,13/03/2015,Irish,Ireland
10509764,NORTHUMBRIA PHARMA LTD,active,"WATSON, Paul",director,Director,05/12/2016,British,England
947980,NORTON HEALTHCARE LIMITED,active,"BLACKBURN, Emma",director,Finance Director,30/06/2025,British,United Kingdom
947980,NORTON HEALTHCARE LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
947980,NORTON HEALTHCARE LIMITED,active,"COOKE, Terry",director,General Manager,14/07/2025,British,United Kingdom
2875110,NOVA LABORATORIES LIMITED,active,"LEISHMAN, Karen Alison",secretary,N/A,01/01/2024,N/A,N/A
2875110,NOVA LABORATORIES LIMITED,active,"WHITE, James Andrew Pitt, Dr",director,Deputy Managing Director,08/10/2020,British,United Kingdom
2875110,NOVA LABORATORIES LIMITED,active,"WHITE, Peter John Pitt, Dr",director,Pharmacist,25/11/1993,British,United Kingdom
14654752,NOVAVAX UK LIMITED,active,"CASEY, Mark",director,Director,17/01/2024,American,United States
14654752,NOVAVAX UK LIMITED,active,"KELLY, James Patrick",director,Director,10/02/2023,American,United States
14654752,NOVAVAX UK LIMITED,active,"PAZ ZAVALA, Alvar Fernan",director,Director,10/02/2023,Mexican,Switzerland
8635308,NUNATAQ LIMITED,active,"RYAN, Robert, Dr.",secretary,N/A,24/12/2018,N/A,N/A
8635308,NUNATAQ LIMITED,active,"RYAN, Robert F, Dr.",director,"Chairman, Director, President And Ceo",01/01/2014,American,United States
7214143,NUTRIPHARM LIMITED,active,"JOBSON, Philip Thomas",director,None,06/04/2010,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"GRAY, Timothy John",director,Chartered Accountant,19/06/2025,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"HILL, Andrew",director,Ceo,20/01/2022,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"HOPKINSON, Andrew, Dr",director,None,20/05/2015,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"TEASDALE, Roger Peter",director,Managing Director,01/03/2018,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"TREHERNE, Jonathan Mark, Dr",director,Scientist,19/01/2018,British,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,"WATERS, Noel",director,Company Director,19/06/2025,Irish,England
9526225,NUVISION BIOTHERAPIES LIMITED,active,MERCIA FUND MANAGEMENT (NOMINEES) LIMITED,corporate-director,N/A,26/11/2020,N/A,N/A
922235,OMEGA PHARMA LIMITED,active,"LORDEN, Bradley",secretary,N/A,21/02/2025,N/A,N/A
922235,OMEGA PHARMA LIMITED,active,"DOHERTY, Sarah Jane",director,Finance Director,03/02/2025,British,England
922235,OMEGA PHARMA LIMITED,active,"HOLLIES, Sonia Alexis",director,Company Director,08/07/2024,American,United States
922235,OMEGA PHARMA LIMITED,active,"RUDD, Christopher Allan",director,Commercial Director,20/08/2013,British,England
10460769,ONE STOP 15 LIMITED,active,"ENELI, Ezim Adesola",director,Pharmacist,03/11/2016,British,United Kingddom
10463071,OPIANT PHARMACEUTICALS UK LIMITED,active,"LUCAS, Steven",director,Associate General Council,08/05/2025,British,England
10463071,OPIANT PHARMACEUTICALS UK LIMITED,active,"SHEPPARD, Abigail Christine",director,Company Director,02/03/2023,British,United Kingdom
12623899,ORBYT GROUP LTD,active,"CASSAN, Ludivine Francoise Elodie",director,Director,01/01/2022,French,England
12623899,ORBYT GROUP LTD,active,"PENNA, Jonathan Jean-Marie, Alain, Mr.",director,Director,26/05/2020,French,United Kingdom
4574659,OTC CONCEPTS LIMITED,active,"JAMES, Kevin",director,Chairman,23/03/2022,British,England
4574659,OTC CONCEPTS LIMITED,active,"PETERSEN, Terry John",director,Director,15/07/2024,British,England
6227084,OXFORD BIODYNAMICS PLC,active,ALDER DEMAIN & AKERS LIMITED,corporate-secretary,N/A,03/12/2018,N/A,N/A
6227084,OXFORD BIODYNAMICS PLC,active,"AKOULITCHEV, Alexandre",director,Director,08/06/2007,British,United Kingdom
6227084,OXFORD BIODYNAMICS PLC,active,"DIGGLE, Stephen Charles",director,Director,04/10/2016,British,Singapore
6227084,OXFORD BIODYNAMICS PLC,active,"HOLBROOK, David Mark Anthony, Dr",director,Director,05/04/2019,British,United Kingdom
6227084,OXFORD BIODYNAMICS PLC,active,"PRESLAND, Peter Eric",director,Director,17/03/2025,British,England
6227084,OXFORD BIODYNAMICS PLC,active,"ROSS, Iain Gladstone",director,Director,31/01/2025,British,England
6227084,OXFORD BIODYNAMICS PLC,active,"STOCKDALE, Paul Leslie",director,Chartered Accountant,15/09/2017,British,England
8654254,OXFORD IMMUNOTEC GLOBAL LIMITED,active,"GOLDBERG, Joel",director,Attorney,08/03/2021,American,United States
8654254,OXFORD IMMUNOTEC GLOBAL LIMITED,active,"HART, Steven Christopher",director,Managing Director,18/01/2024,British,England
4516079,OXFORD IMMUNOTEC LIMITED,active,"HART, Steven Christopher",director,Director,10/01/2025,British,England
4516079,OXFORD IMMUNOTEC LIMITED,active,"HEALY, John Leo",director,Attorney,26/03/2021,American,United States
4516079,OXFORD IMMUNOTEC LIMITED,active,"PARSONS, Jemma",director,Director,30/06/2025,British,England
9519853,PANPHARMA UK LIMITED,active,"MADELPUECH DICK, Marie-Hélène Danièle",director,Director,31/03/2015,French,France
9519853,PANPHARMA UK LIMITED,active,"MOYSAN, Pierre Jean-Yves Emile",director,Director,10/12/2020,French,France
10564195,PARBOLD THERAPEUTICS LIMITED,active,"BOULTON, Paul",secretary,N/A,16/01/2017,British,N/A
10564195,PARBOLD THERAPEUTICS LIMITED,active,"BOULTON, Paul",director,Director,16/01/2017,British,England
10564195,PARBOLD THERAPEUTICS LIMITED,active,"ROGERSON, Nicholas Ralphe",director,Director,16/01/2017,British,England
2937493,PARI MEDICAL LIMITED,active,HUNTSMOOR NOMINEES LIMITED,corporate-nominee-secretary,N/A,10/06/1994,N/A,N/A
2937493,PARI MEDICAL LIMITED,active,"APTER, Malcolm John",director,Country Manager Pari Medical Ltd,01/07/2018,British,United Kingdom
2937493,PARI MEDICAL LIMITED,active,"BONDUELLE, Gildas Vincent Daniel",director,Vp Sales Europe & Asia Pacific,01/07/2025,French,Germany
11741150,PARKERS PHARMA LIMITED,active,"ZAIR, Wathek, Dr",director,Managing Director,10/02/2022,British,England
3764421,PATHEON UK LIMITED,active,"HAWKINS, Paul",secretary,N/A,31/05/2019,N/A,N/A
3764421,PATHEON UK LIMITED,active,"CAMERON, Euan Daney Ross",director,Director,12/06/2023,British,United Kingdom
3764421,PATHEON UK LIMITED,active,"DRUMMOND, Colin James",director,General Manager,01/03/2025,British,United Kingdom
3764421,PATHEON UK LIMITED,active,"HAWKINS, Paul",director,Solicitor,31/05/2019,British,England
3764421,PATHEON UK LIMITED,active,"MCCARTHY, Richard",director,Director,16/09/2025,British,United Kingdom
8865710,PCCA (UK) HOLDINGS LIMITED,active,"SMITH, Jimmy Ray",director,Company President,28/01/2014,American,United States
8865710,PCCA (UK) HOLDINGS LIMITED,active,"SPARKS, Lester David",director,Ceo,28/01/2014,American,United States
8865710,PCCA (UK) HOLDINGS LIMITED,active,"THIBAU, Manfredo Alves",director,Chief Financial Officer,01/10/2025,American,United States
3770732,PCCA LIMITED,active,"SMITH, Jimmy Ray",director,Company President,28/02/2014,American,United States
3770732,PCCA LIMITED,active,"SPARKS, Lester David",director,Ceo,28/02/2014,American,United States
3770732,PCCA LIMITED,active,"THIBAU, Manfredo Alves",director,Chief Financial Officer,01/10/2025,American,United States
4531929,PENLAN HEALTHCARE LIMITED,active,"RAYNOR, Simon Paul",secretary,N/A,22/11/2010,British,N/A
4531929,PENLAN HEALTHCARE LIMITED,active,"MARTIN, Stephen Jeremy",director,Pharmacist,11/09/2002,British,United Kingdom
4531929,PENLAN HEALTHCARE LIMITED,active,"RAYNOR, Simon Paul",director,Company Director,28/06/2010,British,United Kingdom
12001613,PETERBOROUGH AND CAMBRIDGE BUSINESS DEVELOPMENT COMPANY LIMITED,active,"BLACKWELL, Stephen",secretary,N/A,22/11/2022,N/A,N/A
12001613,PETERBOROUGH AND CAMBRIDGE BUSINESS DEVELOPMENT COMPANY LIMITED,active,"LEWIS, Robert",director,Director,17/05/2019,British,United Kingdom
12001613,PETERBOROUGH AND CAMBRIDGE BUSINESS DEVELOPMENT COMPANY LIMITED,active,"MCGREGOR, Robert",director,Managing Director,17/05/2019,British,United Kingdom
5364125,PHARM-ASSIST (REGULATORY SERVICES) LIMITED,active,"LEE, Paul Andrew",secretary,N/A,14/02/2005,British,N/A
5364125,PHARM-ASSIST (REGULATORY SERVICES) LIMITED,active,"TURNER, Julie Ann",director,Director,14/02/2005,British,United Kingdom
13775832,PHARMA GATE GLOBAL PGG LTD,active,"ISMAIL, Ashraf Ismail  Known As Omar",director,Company Director,15/11/2022,British,England
7074947,PHARMACARE (LONDON) LIMITED,active,"SAXENA, Kunal",director,Director,09/06/2014,Indian,India
7074947,PHARMACARE (LONDON) LIMITED,active,"SAXENA, Navin Satyapal, Dr",director,Company Director,12/11/2009,Indian,India
14341407,PHARMACEUTICAL TECHNOLOGY CENTRE LTD,active,"QANADILO, Sameh Ibrahim, Dr",director,Company Director,07/09/2022,Jordanian,United Kingdom
7847528,PHARMACY MEDICINES LTD,active,"KAUSER, Fiaz",director,Dispenser,31/12/2014,British,England
7847528,PHARMACY MEDICINES LTD,active,"KAUSER, Riaz",director,Pharamcist,27/03/2014,British,England
15361791,PHARMAGEN HESSEN PGH LTD,active,"YOUSSOF, Abdallah Muhammed Elsaied Ali, Dr.",director,General Manager,19/12/2023,Egyptian,Germany
11026620,PHARMAKRYSTO LTD,active,"HOWELL, Julian David",director,Director,23/10/2017,British,United Kingdom
11026620,PHARMAKRYSTO LTD,active,"MITCHELL, Jacqueline Anne, Dr",director,Director,06/11/2023,British,England
11026620,PHARMAKRYSTO LTD,active,"STERRITT, Carl Andrew",director,Director,23/10/2017,British,United Kingdom
5032748,PHARMASPEC LIMITED,active,"HUSSAIN, Majad, Dr",secretary,N/A,03/02/2004,British,N/A
5032748,PHARMASPEC LIMITED,active,"HUSSAIN, Majad, Dr",director,Director,13/05/2015,British,England
5032748,PHARMASPEC LIMITED,active,"NAWAZ, Qamar, Dr",director,Director,28/08/2013,British,United Kingdom
8410525,PHETALZ LTD,active,"OWODEYI, Jamiu",secretary,N/A,19/02/2013,N/A,N/A
8410525,PHETALZ LTD,active,"OWODEYI, Jamiu Adekunle",director,Company Director,19/02/2013,British,United Kingdom
8410525,PHETALZ LTD,active,"OWODEYI, Waheedat Adebunmi",director,Company Director,19/02/2013,British,United Kingdom
12972395,PLUSULTRA PHARMA UK LTD,active,"YAMASAKI, Takahiro",director,Company Director,23/10/2020,Japanese,Germany
12407299,PNA LOCUM LIMITED,active,"AIGBOGUN, Patrick Nosadeba",director,Administrator,16/01/2020,British,England
14154851,PO COSMETICS LTD,active,"AKEL, Ibrahim",director,Business Person,07/06/2022,Jordanian,United Arab Emirates
1498718,POLYCHEM LIMITED,active,"KASSAM, Rizwanali Noorali",secretary,N/A,06/10/2014,N/A,N/A
1498718,POLYCHEM LIMITED,active,"KASSAM, Julie",director,Company Director,06/04/2022,British,United Kingdom
1498718,POLYCHEM LIMITED,active,"KASSAM, Kain",director,Self Employed,03/01/2019,British,England
1498718,POLYCHEM LIMITED,active,"KASSAM, Rizwanali Noorali",director,Company Director,,British,United Kingdom
1498718,POLYCHEM LIMITED,active,"KASSAM, Zain",director,Self Employed,06/10/2014,British,United Kingdom
9331560,PORTON BIOPHARMA LIMITED,active,"BURN, Andrew James Sebastian",director,Chairman,13/01/2025,British,England
9331560,PORTON BIOPHARMA LIMITED,active,"JONES, Alex",director,Managing Director,13/01/2025,British,United Kingdom
9331560,PORTON BIOPHARMA LIMITED,active,"SMITH, Richard",director,Civil Servant,10/02/2025,British,United Kingdom
4985824,POSITIVE DIAGNOSTICS LTD,active,"JONES, Helen Rees",secretary,N/A,07/01/2004,British,N/A
4985824,POSITIVE DIAGNOSTICS LTD,active,"GALLIMORE, Dawn Margaret",director,Chemical Analyst,07/01/2004,British,United Kingdom
SC558479,PRECISEMED LIMITED,active,"JACKSON, John Graham",secretary,N/A,01/09/2020,N/A,N/A
SC558479,PRECISEMED LIMITED,active,"ADESOKAN, Adedapo Muideen, Dr.",director,Medical Practioner,23/02/2017,British,Scotland
SC558479,PRECISEMED LIMITED,active,"ONIFADE, Daniel Oyeyemi, Mr.",director,Company Director,20/01/2022,British,Scotland
12030348,PRIME HEALTH-UK LTD,active,"JADEJA, Dharmapal Virbhadrasinh",director,Director,03/06/2019,British,United Kingdom
12030348,PRIME HEALTH-UK LTD,active,"SIDHU, Harman Singh",director,Director,13/06/2025,British,England
8085132,PROTIASO LTD,active,"BALDWIN, John Patrick, Professor",director,Scientist,28/05/2012,British,England
8085132,PROTIASO LTD,active,"SMALLMAN, Hugh",director,Scientist,28/05/2012,British,United Kingdom
8085132,PROTIASO LTD,active,"WOOD, Christopher, Dr",director,Scientist,28/05/2012,British,United Kingdom
7316783,PROVECA LIMITED,active,"BARTER, Simon",director,Commercial Director,28/06/2016,British,United Kingdom
7316783,PROVECA LIMITED,active,"BRINSMEAD, Christopher David",director,Director,17/12/2012,British,United Kingdom
7316783,PROVECA LIMITED,active,"BRYSON, Simon Peter",director,Director,15/07/2010,English,England
7316783,PROVECA LIMITED,active,"RUEDIG, Christoph Oliver",director,Investor Manager,17/12/2012,German,England
7316783,PROVECA LIMITED,active,"SHAW, Helen Margaret, Dr",director,Director,15/07/2010,British,England
10640674,PRULAB PHARMA LTD,active,"OADES, Andrew Giovanni",director,Director,01/06/2019,British,England
10640674,PRULAB PHARMA LTD,active,"OADES, Louise Ann",director,Director,01/06/2019,British,England
13775713,PSI PHARMACEUTICALS LTD,active,"GEORGE, Adam David",director,Company Director,01/12/2021,British,England
13775713,PSI PHARMACEUTICALS LTD,active,"HAYES, Christopher, Dr",director,Lawyer,09/08/2023,"British,Irish",United Kingdom
13775713,PSI PHARMACEUTICALS LTD,active,"PUTT, Dean Roger",director,Director,29/12/2021,British,England
13441162,PSICLONE LIMITED,active,"GEORGE, Adam David",director,Company Director,07/06/2021,British,England
13441162,PSICLONE LIMITED,active,"HAYES, Christopher, Dr",director,Lawyer,09/08/2023,"British,Irish",United Kingdom
13441162,PSICLONE LIMITED,active,"PUTT, Dean Roger",director,Company Director,20/08/2021,British,England
15772143,PURA VIDA SOLUTIONS LIMITED,active,"DICELLO, Giovanni Michele",director,Director,16/11/2024,Italian,England
15772143,PURA VIDA SOLUTIONS LIMITED,active,"UPEX, Matthew Paul",director,Director,11/06/2024,British,England
14478007,Q-INOVA LABORATORIES LTD,active,"SHANBHOGUE, Ravikirana",director,Company Director,29/07/2025,British,Northern Ireland
5548345,QUALASEPT LIMITED,active,"MIDDLETON, Mark Geoffrey",director,Director,01/02/2025,Australian,Australia
5548345,QUALASEPT LIMITED,active,"MUIR, Ian Stuart",director,Ceo,05/04/2022,British,United Kingdom
5548345,QUALASEPT LIMITED,active,"ROBINSON, Andrew, Mr.",director,Chief Financial Officer,01/08/2023,British,England
13933849,QUALIFIED PHARMA CONSULTING LTD,active,"AFAQUI, Dilawaiz Iqbal",director,Director,22/02/2022,British,England
5240304,QUANTUM PHARMACEUTICAL LIMITED,active,"CAMPBELL, Lewis",director,Director,30/06/2021,British,Scotland
5240304,QUANTUM PHARMACEUTICAL LIMITED,active,"DUNCAN, Stephen Peter",director,Director,14/07/2021,Scottish,Scotland
9854309,QUEST HC LIMITED,active,"HUSSAIN, Majad, Dr",director,Company Director,16/08/2024,British,England
9854309,QUEST HC LIMITED,active,"HUSSAIN, Yasar",director,Director,24/04/2019,British,England
8679901,QUEST HEALTHCARE ASEPTICS LIMITED,active,"HUSSAIN, Majad, Dr",director,Company Director,16/08/2024,British,England
8679901,QUEST HEALTHCARE ASEPTICS LIMITED,active,"HUSSAIN, Yasar",director,Pharmacist,06/09/2013,British,England
8679526,QUEST HEALTHCARE INJECTABLES LIMITED,active,"HUSSAIN, Yasar",director,Pharmacist,06/09/2013,British,England
4059983,QUEST INGREDIENTS LIMITED,active,"POOLE, Christopher Michael",director,Managing Director,31/01/2024,British,England
11267746,QUEST PHARM LIMITED,active,"HUSSAIN, Majad, Dr",director,Company Director,07/08/2019,British,England
11267746,QUEST PHARM LIMITED,active,"HUSSAIN, Yasar",director,Company Director,16/08/2024,British,England
13919740,RECURE BIOTECHNOLOGY & COSMETICS LIMITED,active,"TIRYAKI, Kemal Tunc",director,Director,16/02/2022,Slovak,United Kingdom
13729940,REFINE PHARMA LTD,active,"TYSON, Bradley Steven",director,Director,15/03/2023,British,England
13729940,REFINE PHARMA LTD,active,REFINE BS HOLDINGS LIMITED,corporate-director,N/A,02/02/2023,N/A,N/A
9301085,REIG JOFRE UK LIMITED,active,"BIOSCA REIG, Ignasi",director,Company Director,07/11/2014,Spanish,Spain
9301085,REIG JOFRE UK LIMITED,active,"ROIG ZAPATERO, Gabriel",director,Chief Financial Officer,07/11/2014,Spanish,Spain
12009187,REM3DY HEALTH LIMITED,active,"AOKI, Mikio",director,Senior General Manager Of Food & Beverage Business,22/06/2023,Japanese,Japan
12009187,REM3DY HEALTH LIMITED,active,"CATCHPOLE, Martyn",director,Director,17/07/2019,British,England
12009187,REM3DY HEALTH LIMITED,active,"FASSIN, Bastian Xaver Maria",director,Company Director,21/05/2019,German,Germany
12009187,REM3DY HEALTH LIMITED,active,"SNOVER BURTON, Melissa",director,Company Director,21/05/2019,American,England
15547843,REN THERAPEUTICS LTD,active,"RENIKINDI, Sowmya",director,Director,08/03/2024,British,England
13019594,RENTSCHLER ATMP LIMITED,active,JTC (UK) LIMITED,corporate-secretary,N/A,08/09/2023,N/A,N/A
13019594,RENTSCHLER ATMP LIMITED,active,"BARDROFF, Christiane Larissa",director,Chief Operating Officer ,02/05/2024,German,Germany
13019594,RENTSCHLER ATMP LIMITED,active,"PANTING, Robert",director,Director,16/11/2021,British,England
8028426,RG AND CO LIMITED,active,"SURYANARAYAN, Geeta",secretary,N/A,12/04/2012,N/A,N/A
8028426,RG AND CO LIMITED,active,"RAO, Rajashekhar",director,Doctor,12/04/2012,United Kingdom,England
8028426,RG AND CO LIMITED,active,"SURYANARAYAN, Geeta",director,Doctor,12/04/2012,British,England
14591756,RISOLV HEALTH LIMITED,active,"DYSON, Steven Lewis",director,Ceo,01/09/2025,British,United Kingdom
14591756,RISOLV HEALTH LIMITED,active,"KELLY, Jeremy Patrick",director,Director,13/01/2023,English,England
14591756,RISOLV HEALTH LIMITED,active,"LLOYD-BAKER, Ewan, Dr",director,Company Director,01/07/2024,British,England
14591756,RISOLV HEALTH LIMITED,active,"WRIGHT, David John",director,Ceo,01/09/2025,British,United Kingdom
14820134,RJ PHARMACEUTICAL LIMITED,active,"JONES, Rachel Ellen",director,Chemist,21/04/2023,Irish,Northern Ireland
5775288,RLC TECHNOLOGY LIMITED,active,"JONES, Mark",director,Company Director,10/04/2006,British,England
14276303,RMR ENTERPRISE LTD,active,"SIJUWADE, Rina Premji",director,Director,04/08/2022,British,United Kingdom
10217518,ROMA PHARMACEUTICALS LIMITED,active,"BROWN, Roland Alexander",director,Director,07/06/2016,British,United Kingdom
10217518,ROMA PHARMACEUTICALS LIMITED,active,"CRESSWELL, Mark",director,Director,07/06/2016,British,United Kingdom
10217518,ROMA PHARMACEUTICALS LIMITED,active,"WALLEY, Lucy",director,Operations Director,13/06/2024,British,England
10217518,ROMA PHARMACEUTICALS LIMITED,active,"WRIGHT, Philip John",director,Finance Director,11/06/2020,British,England
11043307,ROSALIQUE SKINCARE LIMITED,active,"SCHIELE, Martin John",director,Director,02/11/2017,British,England
11043307,ROSALIQUE SKINCARE LIMITED,active,"TALSMA, Claudia",director,Director,01/02/2019,Dutch,England
5596694,ROTAPHARM LIMITED,active,"UYSAL, Serkan",secretary,N/A,01/11/2019,N/A,N/A
5596694,ROTAPHARM LIMITED,active,"UYSAL, Serkan",director,Financial Consultant,01/11/2019,Turkish,Turkey
9139169,RP & MP INVESTMENTS LIMITED,active,"PATEL, Usha Shantilal",director,Director,21/07/2014,British,England
5797491,RRA GREEN CROSS LIMITED,active,"RAJASINGAM, Thiviya",secretary,N/A,27/04/2020,N/A,N/A
5797491,RRA GREEN CROSS LIMITED,active,"RAJASINGAM, Vinayagar",director,Co Director,12/02/2018,British,England
4126111,RX FARMA LIMITED,active,"SHAH, Bhavin Manish",secretary,N/A,31/07/2025,N/A,N/A
4126111,RX FARMA LIMITED,active,"HAMPTON, Mark Richard",director,Company Director,31/07/2025,British,England
4126111,RX FARMA LIMITED,active,"HARIA, Rajesh Shantilal",director,Director,23/02/2023,British,United Kingdom
4126111,RX FARMA LIMITED,active,"MOIR, James Marcus  Henry",director,Chair Person,31/07/2025,British,England
4126111,RX FARMA LIMITED,active,"SHAH, Bhavin Manish",director,Chartered Accountant,31/07/2025,British,England
4126111,RX FARMA LIMITED,active,"SHAH, Hatul Bharat Kumar",director,Pharmacist,31/07/2025,British,England
4126111,RX FARMA LIMITED,active,"SHAH, Rajiv Bharat Kumar",director,Pharmacist,31/07/2025,British,England
10646688,SAGE THERAPEUTICS LIMITED,active,ABOGADO NOMINEES LIMITED,corporate-secretary,N/A,01/03/2017,N/A,N/A
10646688,SAGE THERAPEUTICS LIMITED,active,"ACKERMAN, Brian Everett",director,Business Executive,09/10/2025,American,United States
10646688,SAGE THERAPEUTICS LIMITED,active,"DEC, Timothy Carroll",director,Business Executive,09/10/2025,American,United States
10646688,SAGE THERAPEUTICS LIMITED,active,"KHATTAR, Jack Antoine",director,Business Executive,09/10/2025,American,United States
10646688,SAGE THERAPEUTICS LIMITED,active,"ROECKLEIN, Bryan Alfred",director,Business Executive,09/10/2025,American,United States
9962804,SAIFEE HEALTHCARE LIMITED,active,"PORBANDERWALLA, Aliasghar Shiraz",director,Pharmacist,21/01/2016,British,England
9962804,SAIFEE HEALTHCARE LIMITED,active,"PORBANDERWALLA, Huzeifa Shiraz",director,Company Director,05/08/2020,British,England
4424971,SALCURA LIMITED,active,"SCHIELE, Martin John",secretary,Student,12/11/2005,British,N/A
4424971,SALCURA LIMITED,active,"SCHIELE, Martin John",director,Sales Director,24/07/2009,British,England
4424971,SALCURA LIMITED,active,"TALSMA, Claudia",director,Director,01/02/2019,Dutch,England
8828218,SAMRITZ HEALTHCARE LTD,active,"FARRAG, Amel Mostafa, Dr",director,Doctor,31/01/2023,Egyptian,England
9325867,SANDINE ZARTAUX HOLDING LTD,active,"ZARTALOUDI, Kyriaki",director,Trader,25/11/2014,Greek,Greece
10987747,SAREPTA INTERNATIONAL UK LTD.,active,"BRATICA, Joseph",director,Accountant,29/09/2017,American,United States
3795673,SATELEC (UK) LIMITED,active,"ROSS, Michelle",secretary,N/A,28/01/2020,N/A,N/A
3795673,SATELEC (UK) LIMITED,active,"COUGHLAN, Constance",director,Sales Director,07/03/2018,British,England
3795673,SATELEC (UK) LIMITED,active,SATELEC SAS,corporate-director,N/A,05/11/2014,N/A,N/A
11606085,SAVOO CARE LIMITED,active,"AKEL, Ibrahim",director,Solicitor,01/05/2025,Jordanian,Jordan
8635872,SCIECURE PHARMA LIMITED,active,"CHU, Junwei, Mr.",director,Consultant,02/08/2013,British,England
2759609,SCIENSUS PHARMA SERVICES LIMITED,active,"BRADSHAW, John",secretary,N/A,04/12/2013,N/A,N/A
2759609,SCIENSUS PHARMA SERVICES LIMITED,active,"ASBRIDGE, Jonathan Elliott, Sir",director,Clinical Director,28/07/2016,British,England
2759609,SCIENSUS PHARMA SERVICES LIMITED,active,"BRADSHAW, John Richard",director,Group Company Secretary,04/12/2013,British,England
2759609,SCIENSUS PHARMA SERVICES LIMITED,active,"GERETTO, Francesca",director,Chief Financial Officer,18/10/2024,Italian,England
2759609,SCIENSUS PHARMA SERVICES LIMITED,active,"TUCAT, Christian",director,Chief Executive Officer,19/11/2024,Italian,England
7650983,SEACROSS PHARMACEUTICALS LTD,active,"HE, Ping",secretary,N/A,24/11/2014,N/A,N/A
7650983,SEACROSS PHARMACEUTICALS LTD,active,"DING, Yao",director,Director,01/01/2024,Chinese,China
7650983,SEACROSS PHARMACEUTICALS LTD,active,"DING, Zhao, Dr",director,Director,01/01/2012,Chinese,China
7650983,SEACROSS PHARMACEUTICALS LTD,active,"HE, Ping",director,Director,06/01/2015,Chinese,England
3970089,SEQIRUS VACCINES LIMITED,active,"DIDIER, Virginie",secretary,N/A,27/11/2019,N/A,N/A
3970089,SEQIRUS VACCINES LIMITED,active,"HOLLAND-WRIGHT, Hannah",secretary,N/A,10/09/2020,N/A,N/A
